category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,http_status,file_size_bytes,timestamp
asuransi_jiwa,pt_asuransi_allianz_life_indonesia,PT Asuransi Allianz Life Indonesia,https://www.allianz.co.id/tentang-kami/finansial.html,https://www.allianz.co.id/tentang-kami/finansial.html,https://www.allianz.co.id/content/dam/onemarketing/azli/wwwallianzcoid/tentang-kami/finansial/laporan-keuangan-konven/laporan-keuangan-2026/maret/laporan-keuangan-bulanan-maret-2026-life-konvensional.pdf,2026,4,data/2026-04/raw_pdf/asuransi_jiwa/pt_asuransi_allianz_life_indonesia/pt_asuransi_allianz_life_indonesia_2026-04.pdf,already_exists,file exists,,,,,,2026-04-29T20:21:17+07:00
