category,company_name,source_page_url,target_year,target_month,pdf_url,output_path,status,reason,file_size_bytes,timestamp
reasuransi,PT Reasuransi MAIPARK Indonesia,https://maipark.com/id/corporate/laporan?financePage=1&yearlyPage=1&type=financial,2025,3,,,no_match,no reports found for maret 2025,,2026-04-28T10:33:01.382630+07:00
