category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,nusantarare,PT Reasuransi Nusantara Makmur,https://nusantarare.com/report/?lang=in,https://nusantarare.com/report/?lang=in,,2026,2,data/2026-02/raw_pdf/reasuransi/nusantarare/nusantarare_2026-02.pdf,not_found,"no conventional monthly financial report PDF for 2026-02 was found on https://nusantarare.com/report/?lang=in; the page was fetched successfully, but no link matched the requested month/year after excluding syariah/sharia/UUS/islamic and unrelated report categories. Visited pages: https://nusantarare.com/report/?lang=in",static_html,0,0,0,0,,,2026-04-28T11:16:04+07:00
