category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,inare,PT Indoperkasa Suksesjaya Reasuransi,https://inare.co.id/en/report/,https://inare.co.id/en/report/,https://inare.co.id/wp-content/uploads/2026/04/3.-LAPORAN-KEUANGAN-BULANAN-MARET-2026.pdf,2026,3,data/2026-03/raw_pdf/reasuransi/inare/inare_2026-03.pdf,downloaded,downloaded conventional financial report PDF,static_html,85,4,0,0,200,354138,2026-04-28T10:46:13+07:00
