category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,http_status,file_size_bytes,timestamp
asuransi_jiwa,aia,PT AIA Financial,https://www.aia-financial.co.id/id/about-aia/laporan-penting/report-financial,https://www.aia-financial.co.id/id/about-aia/laporan-penting/report-financial,https://www.aia-financial.co.id/content/dam/id-wise/id/pdf/about-aia/laporan-penting/report-financial/2026/Laporan%20Keuangan%20Konvensional%20Maret%202026.pdf.coredownload.inline.pdf,2026,2,data/2026-02/raw_pdf/asuransi_jiwa/aia/aia_2026-02.pdf,downloaded,downloaded,static_html,90,6,200,209937,2026-04-28T11:53:57+07:00
