category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,orionre,PT Orion Reasuransi Indonesia,https://www.orionre.id/id/publikasi.html,https://www.orionre.id/id/publikasi.html,https://www.orionre.id/assets/dokumen/publikasi/bulanan/202507.pdf,2025,7,data/2025-07/raw_pdf/reasuransi/orionre/orionre_2025-07.pdf,downloaded,downloaded conventional financial report PDF,playwright,130,1,0,0,200,693514,2026-04-28T10:47:30+07:00
