category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,http_status,file_size_bytes,timestamp
asuransi_jiwa,pt_victoria_alife_indonesia,PT Victoria Alife Indonesia,https://www.victorialife.co.id/layanan-kami/,https://www.victorialife.co.id/layanan-kami/,https://www.victorialife.co.id/wp-content/uploads/2026/04/Laporan-keuangan-Vlife-Maret-2026.pdf,2026,4,data/2026-04/raw_pdf/asuransi_jiwa/pt_victoria_alife_indonesia/pt_victoria_alife_indonesia_2026-04.pdf,dry_run,dry-run mode,,,,,,2026-04-29T20:24:00+07:00
