category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,http_status,file_size_bytes,timestamp
asuransi_jiwa,pt_bni_life_insurance,PT BNI Life Insurance,https://www.bni-life.co.id/id/laporan_perusahaan,https://www.bni-life.co.id/id/laporan_perusahaan,,2026,4,data/2026-04/raw_pdf/asuransi_jiwa/pt_bni_life_insurance/pt_bni_life_insurance_2026-04.pdf,no_pdf_found,no PDF candidates found,,,,,,2026-04-29T20:21:30+07:00
