category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,tugure,PT Tugu Reasuransi Indonesia,https://www.tugure.id/id/financial/monthly,https://www.tugure.id/id/financial/monthly,https://www.tugure.id/uploads/laporan-keuangan-bukan-konsolidasi-bulan-maret-2025post_file-2025-04-23-140546.pdf,2025,3,data/2025-03/raw_pdf/reasuransi/tugure/tugure_2025-03.pdf,downloaded,downloaded conventional financial report PDF,static_html,60,3,0,0,200,133370,2026-04-28T11:09:18+07:00
