category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,orionre,PT Orion Reasuransi Indonesia,https://www.orionre.id/id/publikasi.html,https://www.orionre.id/id/publikasi.html,,2024,3,data/2024-03/raw_pdf/reasuransi/orionre/orionre_2024-03.pdf,not_found,"PDF links were found on https://www.orionre.id/id/publikasi.html, but none matched the requested conventional report for 2024-03 after excluding syariah/sharia/UUS/islamic and unrelated documents",playwright,0,0,0,0,,,2026-04-28T10:47:18+07:00
