category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,http_status,file_size_bytes,timestamp
asuransi_jiwa,pt_sun_life_financial_indonesia,PT Sun Life Financial Indonesia,https://www.sunlife.co.id/id/about-us/who-we-are/financial-report/,https://www.sunlife.co.id/id/about-us/who-we-are/financial-report/,,2026,4,data/2026-04/raw_pdf/asuransi_jiwa/pt_sun_life_financial_indonesia/pt_sun_life_financial_indonesia_2026-04.pdf,no_pdf_found,no PDF candidates found,,,,,,2026-04-29T20:23:58+07:00
