category,company_name,source_page_url,target_year,target_month,pdf_url,output_path,status,reason,file_size_bytes,timestamp
reasuransi,PT Reasuransi MAIPARK Indonesia,https://maipark.com/id/corporate/laporan?financePage=4&yearlyPage=1&type=financial,2024,12,https://web-api.maipark.com/file-management/open/report/1745988852/R9-MAIPARK Des24.pdf,data/2024-12/raw_pdf/reasuransi/maipark/maipark_2024_12.pdf,downloaded,,1972051,2026-04-28T10:38:17.705147+07:00
