category,company_name,source_page_url,target_year,target_month,pdf_url,output_path,status,reason,file_size_bytes,timestamp
reasuransi,PT Maskapai Reasuransi Indonesia Tbk.,https://marein-re.com/keuangan/searchLaporanKeuangan,2026,3,https://marein-re.com/public/uploads/finance_report/file/LK_Publikasi_Marein_Maret_2026.pdf,data/2026-03/raw_pdf/reasuransi/marein/marein_2026_03.pdf,downloaded,,530087,2026-04-28T10:46:30.893747+07:00
