category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,indonesiare,PT Reasuransi Indonesia Utama Persero,https://www.indonesiare.co.id/id/investor-relations/financial-report,https://www.indonesiare.co.id/id/investor-relations/financial-report,https://www.indonesiare.co.id/uploads/2026/03/96b84015712bb3773363c5d7f676db48_a013aa98851aaf992557524b683decb8.pdf,2026,3,data/2026-03/raw_pdf/reasuransi/indonesiare/indonesiare_2026-03.pdf,downloaded,downloaded conventional financial report PDF,static_html,85,1,0,0,200,536122,2026-04-28T11:00:40+07:00
