category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,tugure,PT Tugu Reasuransi Indonesia,https://www.tugure.id/id/financial/monthly,https://www.tugure.id/id/financial/monthly,https://www.tugure.id/uploads/post_file-2026-03-13-112035.pdf,2026,3,data/2026-03/raw_pdf/reasuransi/tugure/tugure_2026-03.pdf,downloaded,downloaded conventional financial report PDF,static_html,60,2,0,0,200,538242,2026-04-28T11:08:39+07:00
