category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,indonesiare,PT Reasuransi Indonesia Utama Persero,https://www.indonesiare.co.id/id/investor-relations/financial-report,https://www.indonesiare.co.id/id/investor-relations/financial-report?page=7,https://www.indonesiare.co.id/uploads/2024/03/352c6074b4ca5fc9eb1cfae4384afec3_830bd91411aed59a03ad4a4f1e0c731d.pdf,2024,3,data/2024-03/raw_pdf/reasuransi/indonesiare/indonesiare_2024-03.pdf,downloaded,downloaded conventional financial report PDF,static_html,85,1,0,0,200,135154,2026-04-28T11:07:43+07:00
