category,company_name,source_page_url,target_year,target_month,pdf_url,output_path,status,reason,file_size_bytes,timestamp
reasuransi,PT Reasuransi Nasional Indonesia,https://nasionalre.id/laporan-tahunan,2026,3,https://nasionalre.id/galeri_laporan_tahunan/20260414141050.pdf,data/2026-03/raw_pdf/reasuransi/nasre/nasre_2026_03.pdf,downloaded,,359186,2026-04-28T10:47:01.476954+07:00
