category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,http_status,file_size_bytes,timestamp
asuransi_jiwa,pt_msig_life_insurance_indonesia_tbk.,PT MSIG Life Insurance Indonesia Tbk.,https://www.msiglife.co.id/tentang-kami/laporan-keuangan,https://www.msiglife.co.id/tentang-kami/laporan-keuangan,,2026,4,data/2026-04/raw_pdf/asuransi_jiwa/pt_msig_life_insurance_indonesia_tbk./pt_msig_life_insurance_indonesia_tbk._2026-04.pdf,no_pdf_found,no PDF candidates found,,,,,,2026-04-29T20:22:37+07:00
