category,company_id,company_name,source_page_url,discovered_page_url,pdf_url,target_year,target_month,output_path,status,reason,discovery_method,score,candidate_count,rejected_syariah_count,rejected_unrelated_count,http_status,file_size_bytes,timestamp
reasuransi,inare,PT Indoperkasa Suksesjaya Reasuransi,https://inare.co.id/en/report/,https://inare.co.id/en/report/,https://inare.co.id/wp-content/uploads/2025/11/Laporan-Keuangan-Bulanan-Desember-2024.pdf,2024,12,data/2024-12/raw_pdf/reasuransi/inare/inare_2024-12.pdf,downloaded,downloaded conventional financial report PDF,static_html,85,2,0,0,200,260923,2026-04-28T10:45:59+07:00
