category,company_name,source_page_url,target_year,target_month,pdf_url,output_path,status,reason,file_size_bytes,timestamp
reasuransi,PT Reasuransi MAIPARK Indonesia,https://maipark.com/id/corporate/laporan?financePage=1&yearlyPage=1&type=financial,2026,3,https://web-api.maipark.com/file-management/open/report/1776255383/03. LK Website 31 Maret 2026.pdf,data/2026-03/raw_pdf/reasuransi/maipark/maipark_2026_03.pdf,downloaded,,655210,2026-04-28T10:32:44.904961+07:00
